Title,Summary,Cosine Similarity
"Pembelaan Tiko Aryawardhana di Gelar Perkara Kasus Dugaan Penggelapan Rp 6,9 M","Suami penyanyi Bunga Citra Lestari, Tiko Aryawardhana, menghadiri gelar perkara di Polda Metro Jaya atas kasus dugaan penggelapan yang dilaporkan oleh mantan istrinya, Arina Winarto. Dalam gelar perkara itu, Tiko Aryawardhana yang didampingi oleh Irfan Aghasar membeberkan sederet pembelaan atas kasus ini, salah satunya adalah soal keraguan mengenai pembukuan keuangan sebelumnya. "" Kuasa hukum yang ditunjuk baru itu memahami bahwa oh iya, ada kondisi yang tidak utuh yang diceritakan prinsipal mereka kepada mereka pada saat mereka ditunjuk sebagai kuasa hukum baru kemarin,"" ujar Irfan Aghasar. Karena bukti-bukti yang kita sampaikan sangat valid sekali. Tidak ada bukti-bukti yang kita merasa tidak ada,"" pungkasnya. Sebagai informasi, Tiko Aryawardhana diduga menggelapkan dana perusahaan PT Arjuna Advaya Sanjaya (AAS) pada periode 2015-2021. Dia disebut menggelapkan dana perusahaan senilai Rp 6,9 miliar. Tiko Aryawardhana diduga melakukan penggelapan dalam jabatannya dan melanggar pasal 374 KUHP dengan ancaman hukuman maksimal 5 tahun penjara.",0.24788123
Faby Marcelia Tak Batasi Komunikasi Anak dengan Revand Narya,"Pesinetron Faby Marcelia diketahui sudah bercerai dengan suaminya, Revand Narya. Mengenai perceraian tersebut, ia tak mau membeberkan banyak hal. Aku sudah mikirin ini bukan dalam satu atau dua bulan. Aku besar dari keluarga yang memang terpisah, aku nggak mau hal yang sama terjadi sama anak-anak aku, aku nggak halangi mereka berkomunikasi (dengan ayahnya),"" kata Faby Marcelia saat ditemui di Studio Trans TV, Tendean, Jakarta Selatan, Minggu 28 Juli 2024. Pesinetron kelahiran Bandung itu ingin memastikan anak-anaknya tetap memiliki hubungan yang baik dengan ayah mereka. Meskipun keluarga mereka berada dalam situasi yang berbeda. "" Selama 1 tahun menikah, keduanya dikaruniai dua orang anak.",0.84588695
"Keluarga Lengkap di Pernikahan Thariq, Atta Halilintar Singgung Soal Rezeki","Pernikahan Thariq Halilintar dengan Aaliyah Massaid turut dihadiri oleh kedua orang tuanya. Atta Halilintar selaku kakak Thariq disinggung soal itu, karena sebelumnya pernikahannya dengan Aurel Hermansyah tak dihadiri keluarganya. Semua anak punya rezeki masing-masing, ya saya nggak harus cemburu buta,"" kata Atta Halilintar ditemui di Jakarta Selatan, kemarin. Waktu Bang Atta kita full support, tapi secara online. Atta juga menyebut sebetulnya orang tuanya ingin hadir. Namanya anak pasti ingin orang tua ada saat nikah. Namun karena tak bisa, ya kita harus bisa menerima,"" kata Atta.",0.916353
Happy Asmara dan Gilga Sahid Berencana Bulan Madu ke Thailand,"Pasangan musisi Happy Asmara dan Gilga Sahid tengah menikmat masa-masa sebagai pengantin baru. Pelantun Rungkad itu tak dapat membendung kebahagiannya setelah memiliki seorang suami. "" ""Thailand, dekat-dekat ini kita mau ke Thailand,"" beber Happy Asmara. Pemilik nama lengkap Heppy Rismanda Hendranata itu masih penasaran dengan makanan-makanan unik yang berada di Thailand. Ia juga memiliki niat untuk mencoba makanan-makanan tesebut. "" Sensasi makan itu seru banget, nggak ngerasa amis,"" terang Happy Asmara, Pedangdut kelahiran Kediri itu mengaku tak memiliki pantangan apa pun untuk menyantap makanan. Setelah putus dari Denny Caknan, Happy Asmara pernah dikabarkan dekat dengan beberapa pria, termasuk Gilga Sahid. Sampai akhirnya Happy Asmara dan Gilga Sahid tak lagi canggung memanggil dengan kata sayang Ayah dan Bunda.",0.62858105
Zaskia Sungkar Jadikan Berkuda Momen Untuk Healing,"Aktris Zaskia Sungkar kini tengah melakoni olahraga berkuda. Bahkan, ia sampai memiliki beberapa kuda untuk dipelihara. Karena ia merasa mendapatkan terapi saat dirinya menunggangi kuda. "" Itu kuda bagian dari terapi aku, kayak aku kalau lagi pengin ini banyak waktu sama kuda alhamdulillah diizinin,"" kata Zaskia Sungkar saat ditemui di kawasan Karet Kuningan, Setiabudi, Jakarta Selatan, kemarin. Kuda poni terbarunya sudah dipamerkan di Instagram pribadinya dan diberi nama Chang'e karena terinspirasi dari game Mobile Legend. "" Zaskia Sungkar secara rutin berkuda setiap minggunya sembari membawa putranya, Ukkasya. Hal itu juga sekaligus mengenalkan pada sang buah hati soal berkuda. "" Secara perlahan, Zaskia Sungkar mengenalkan pada putranya mengenai ciptaan Tuhan melalui kuda. """,0.8084377
Atta Halilintar Merasa Kehilangan Usai Thariq Resmi Nikah: 5 Tahun Dia Nempel Terus,"Sebagai kakak tertua, Atta Halilintar mengaku merasa kehilangan sosok adiknya, Thariq Halilintar, yang saat ini sudah resmi menikah dengan Aaliyah Massaid. Atta Halilintar mengatakan adiknya itu memang mau belajar tentang apa saja yang dilakukannya. Dari mulai tempat, WO sampai aturan bunganya juga sama kayak aku tuh. Sama semua tamunya juga sama kayak aku itu,"" imbuh anak pertama dari 11 bersaudara tersebut. Mahar dalam pernikahan itu Rp 26.072.024 ""Artinya nggak ada yang spesial, cuma sama saja dengan tanggal hari ini. Soalnya dia (Aaliyah) waktu ditanya mau mahar dan maskawin apa dia bingung jawabnya,"" jelas Thariq Halilintar.",0.8786328
Sinopsis Borderlands: Petualangan Intergalaksi Penuh Aksi,"Borderlands merupakan sebuah film bergenre action, adventure, dan science fiction produksi Lionsgate dan Gearbox Studios. Film yang disutradarai oleh Eli Roth ini diadaptasi dari waralaba seri video game populer dengan nama yang sama. Dibintangi oleh deretan aktor ternama seperti Cate Blanchett, Kevin Hart, Jack Black, Edgar Ramírez, Ariana Greenblatt, Florian Munteanu, Gina Gershon, dan Jamie Lee Curtis. Dia dipaksa untuk kembali ke Pandora, planet yang penuh dengan bahaya dan kekacauan, untuk menemukan putri Atlas (Edgar Ramírez), seorang pemimpin kuat yang kejam. Lantas, apakah Lilith dan teman-temannya akan berhasil? Akting yang Memukau dan Karakter yang Unik Borderlands adalah film berdurasi 102 menit yang memadukan aksi, humor, dan cerita yang menarik dengan sempurna. Setiap karakter memiliki kepribadian yang unik dan menarik, yang membuat mereka mudah diingat dan disukai oleh penonton. Dengan akting yang memukau, efek visual yang menakjubkan, dan karakter yang unik, Borderlands adalah film yang akan membuat Anda terhibur dan tak terlupakan. Jangan lewatkan aksi Lilith menyelamatkan semesta di XXI mulai Agustus 2024!",0.18369214
Ovi Sovianti Gaet Putri Juby Bentuk Grup Duo New Sister,"Grup duo New Sister yang beranggotakan Ovi Sovianti dan Putri Juby siap meramaikan industri musik Tanah Air. Aku pengin berkarya, lalu bertemu Putri, teman lamaku di label yang sama dulu. Ya sudah jalan bareng sama New Sister ini,"" kata Ovi Sovianti saat ditemui di kawasan Kemang, Jakarta Selatan, Kamis 25 Juli 2024. Dalam grup duo barunya ini, Ovi menegaskan akan menampilkan sesuatu yang berbeda ketimbang saat ia masih manggung bersama Pamela Safitri dalam Duo Serigala. "" Konsepnya lebih all genre sih dengan musik yang lebih disko dan upbeat. Kami mau berkarya terus buat menghibur masyarakat,"" sahut Putri Juby. New Sister lebih ke yang tertutup, elegan, dan seksi. Putri Juby berharap New Sister bisa disukai oleh masyarakat Indonesia dengan karya-karya terbaik mereka yang akan dirilis di kemudian hari. """,0.6030256
Julius Firdaus Sukses Gelar Mini Konser Tribute to Maria Callas: Latihan Cuma Sehari,"Penyanyi Julius Firdaus sukses menggelar mini konser. Spesialnya kali ini dalam rangka menghormati warisan ikon diva opera legendaris Maria Callas. Menggelar acara di Plaza Indonesia, Jakarta, Senin 22 Juli lalu, ia membawa enam anak didiknya yang muda, yakni Air Haryono (9), Adelways Lay (13), Rachel Perangin (8), Zalika Salim (11), dan Annabelle Rossy (11). Ia mengatakan hanya dilakukan dalam satu kali latihan. Ia malah cenderung senang bisa membawa dan menampilkan bakat para musisi muda. Perihal masalah kecilnya adalah soal bahasa. "" Saya dari dulu memang guru, jadi kalau sama anak-anak kecil tuh senang, tapi kalau ada yang mesti diperhatiin ya fokus,"" tuturnya. "" Dalam waktu dekat, Julius bersama anak didiknya yang tergabung dalam Bina Musik Jakarta juga akan ikut kompetisi.",0.57747734
"Kebahagiaan Thariq dan Aaliyah Massaid Usai Nikah, Bicara Bulan Madu-Anak","Thariq Halilintar dan Aaliyah Massaid sudah resmi menikah. Keduanya menyampaikan rasa bahagianya usai resmi menikah. Karena kalau sudah di meja akad itu deg-degan luar biasa ya,"" ungkap Thariq Halilintar saat ditemui di Hotel Raffles, Jakarta Selatan, Jumat 26 Juli 2024. Saat ditanya bulan madu, pasangan ini mengaku sudah memiliki rencana untuk hal tersebut. Nanti kita cari kota-kota juga,"" paparnya lagi. Untuk masalah momongan, keduanya mengaku berserah diri kepada Tuhan. Untuk resepsi pernikahan sendiri bakal berlangsung malam ini. Keduanya meminta doa agar rangkaian semua acara yang sudah disusun berjalan lancar.",0.89858484
Spirit JKT48 Era Baru Ditularkan dengan Cara Ini,"Meski dikenal dengan tampilan yang riang gembira, idol group JKT48 selalu hadir dengan spirit berbeda di tiap masanya. Era kali ini, mereka punya banyak punggawa baru yang muncul dengan pendekatan baru dalam karya-karyanya. Spirit JKT48 sekarang ya, memasuki era baru dengan sentuhan segar di karya-karya terbaru kita,"" ujarnya dalam keterangan resmi, Jumat 26 Juli 2024. Memadukan rasa pedas dan segarnya jeruk nipis jadi satu, Jessi menyebut ini jadi terobosan baru yang serupa dengan JKT48. "" Aku sebagai pecinta makanan pedas, ini tuh ngasih sensasi pedas seger di lidah dan teksturnya krenyes,"" tuturnya. Salah satunya dengan berbagi snack bersama. "" Misalkan lagi break aktivitas atau sekadar ingin bersantai approved,"" katanya. "" Sudah saatnya masyarakat bisa menikmati era baru snack keripik kentang sensasi pedas.",0.6634365
"Presiden Jokowi Jadi Saksi, Akad Thariq-Aaliyah Massaid Kental Adat Jawa","Rangkaian akad nikah Thariq Halilintar dan Aaliyah Massaid sudah dimulai. Akad nikah digelar pada Jumat 26 Juli 2024 di Hotel Raffles, Jakarta Selatan sekitar pukul 09.00 WIB. Karangan bunga sudah menghiasi halaman hotel. Selain itu Presiden RI Joko Widodo menghadiri akad nikah sebagai saksi. Banyak Paspampres yang turut berjaga hingga jajaran keamanan lainnya. Pada, 23 Juni 2024, Thariq resmi melamar Aaliyah setelah 9 bulan menjalin asmara. Akad nikah Thariq Halilintar digelar menggunakan adat panggih. Nantinya, saat resepsi, akan ada lagi penampilan adat yang berbeda untuk menambah kemeriahan acara.",0.89531076
Faby Marcelia Ternyata Sudah Bercerai dengan Revand Narya,"Ada kabar mengejutkan dari artis Faby Marcelia. Hal itu dibenarkan oleh Faby saat dihubungi detikcom, Sabtu 27 Juli 2024. Soal alasan bercerai, Faby Marcelia juga enggan mengungkapkan. Aku nggak pernah cerita, jaranglah cerita segala macam, jadi ya sudah gitu,"" tuturnya. Kebetulan dia di Bali sih iya belum sih kebetulan. Bintang film Toilet 105 itu menikah dengan Revand Narya pada 2013. Di usia 11 tahun membina rumah tangga, mereka memutuskan untuk mengakhiri.",0.95248616
Dodhy Kangen Band Akui Kesalahan soal Perceraian dengan Istri,"Musisi Dodhy Kangen Band akhirnya buka suara soal perceraiannya dengan Ayu Rizki Yani yang terjadi pada April 2024. Pemilik nama lengkap Dodhy Hardiyanto itu mengungkapkan kalau perceraian tersebut terjadi karena kesalahannya. "" Namun, ia memastikan berpisah secara baik-baik dengan mantan istrinya. "" Lebih lanjut, Dodhy menyebut kalau keduanya telah beberapa kali berdiskusi menyoal rumah tangganya. Kami juga sudah musyawarah berkali-kali untuk titik terangnya, ya memang harus cara itu (bercerai) tapi kesalahan dari saya sih,"" ujar Dodhy. Menurut Dodhy, cerai bisa menjadi jalan yang terbaik baginya dan Ayu Rizki Yani. "" Dari pernikahan itu, mereka dikaruniai tiga anak. Keduanya sempat hampir bercerai pada 2023, namun hal tersebut urung terjadi karena sepakat untuk rujuk.",0.77466726
"Sonny Septian Didiagnosis Penyempitan Pembuluh Darah, Awal Dikira Pusing Biasa","Presenter Sonny Septian semula dirawat di rumah sakit karena keracunan makan hingga mengalami infeksi saluran pencernaan. Beberapa bulan terakhir sakit kepala yang muncul lebih sering. "" Karena ada kepalanya pusing-pusing terus sakitnya lumayan, dokter nyaranin MRI, ada beberapa kali pemeriksaan. Oleh sebab itu, Sonny Septian yang seharusnya sudah diizinkan pulang dari rumah sakit, harus lebih bersabar. Temuan soal kondisinya masih harus diobservasi. "" Mudah-mudahan semua hasilnya baik,"" harapnya. Sonny Septian semula mengira pusing yang dialami hanya sakit biasa. Adik Elma Theana itu biasanya hanya mengonsumsi paracetamol biasa. "" Aku bilang coba ditanyain saja ke dokternya. Ternyata keluar hasil itu ada penyempitan pembuluh darah. Jadi memang ibaratnya jadi lebih awal tahunya.",0.7288738
Wina Natalia dan Anji Ternyata Sepakat Cerai Sejak 2023,"Wina Natalia dan Anji memang sudah resmi cerai Kamis 18 Juli 2024. Perceraian mereka diputus Pengadilan Agama Cibinong. Ternyata keduanya sudah sepakat cerai sejak 2023. Hal ini diungkapkan Wina Natalia saat ditemui di studio Rumpi, Transmedia, Jakarta Selatan, kemarin. "" Salah satu orang yang menentang keputusan perceraian itu adalah anak mereka, Saga. Memang dia yang nggak mau sih, karena memang dia takut gimana ya nanti adaptasinya lagi, karena ya selama ini sudah sama bapaknya, kan,"" tutur Wina Natalia lagi. Wina Natalia mengaku sedih karena rumah tangganya dengan Anji berakhir selama 12 tahun bersama. "" Tapi ya mudah-mudahan kita akan tetap bersama sebagai keluarga, walau sudah nggak sebagai suami-istri ya.",0.81005526
Update Kasus Tamara Bleszynski Vs Kakak soal Dugaan Wanprestasi Pengobatan Ayah,"Masih ingat soal kasus artis Tamara Bleszynski yang digugat kakaknya sendiri, Ryszard Bleszynski, terkait dugaan wanprestasi pengobatan mendiang ayahnya, Zbigniew Bleszynski, senilai Rp 34 miliar? Banding Ryszard atas keputusan Pengadilan Negeri Jakarta Selatan terhadap Tamara ditolak Pengadilan Tinggi DKI Jakarta. Sel tanggal 24 Oktober 2023 yang diajukan banding,"" demikian bunyi putusan banding tersebut. Meski begitu, Johan juga berharap ditolaknya banding yang diajukan Ryszard terhadap Tamara Bleszynski dapat menjadi sebuah momentum. Yakni untuk merekatkan kembali hubungan kakak beradik yang selama ini renggang. "" Harapan kami kedepannya untuk mari kita utamakan kebaikan dan kemanusiaan mencari jalan baik sesama saudara yang berperkara ini, tidak ada kata terlambat untuk kebaikan bagi semua pihak,"" tuturnya. Tak berselang lama, ibu dua anak itu malah dapat tuduhan wanprestasi terhadap biaya pengobatan ayahnya dengan tuntutan Rp 34 miliar. Tak puas, ia mengajukan banding yang lagi-lagi berujung negatif.",0.23567359
Nurul Qomar Menangis Buka Kebaikan Eko Patrio Bantu Biaya Pengobatan Kanker Usus,"Pelawak senior Nurul Qomar dua tahun lalu divonis kanker usus stadium 4C. Penyakit ini yang mengharuskan dirinya menjalani kemoterapi 2 minggu sekali selama 6 bulan. Mantan anggota DPR RI periode 2004-2009 dan 2009-2014 itu mengatakan melelang lukisan untuk membantu biaya lain-lainnya selama pengobatan. Nurul Qomar yang pembawaan dirinya selalu ceria, menahan tangis kala mengakui biaya kemoterapi yang mahal. Akhirnya dia memilih untuk menjual lukisan-lukisan koleksinya dengan harga seikhlasnya kepada banyak teman. "" Ada yang Rp 5 juta, ada yang Rp 10 juta, ada yang Rp 15 juta. Sebagai pensiunan, Qomar mengatakan uang pensiun yang nominalnya berada di bawah Rp 5 juta tentu tidak cukup untuk membiayai kemoterapinya. Akhirnya Qomar mendapatkan jawaban tak terduga dari Eko Patrio. "" Abah dulu yang ngasih saya sewaktu-waktu saya di radio SK, pulang numpang di mobil Abah. Itu yang saya nggak lupa, Bah, sekarang saya di DPR RI,"" ucap Qomar menirukan jawaban Eko Patrio dan membuatnya terharu. "" Jadi selama di rumah sakit dia suka transfer, lukisan dia beli tiga, empat,"" sambungnya hingga tak bisa menahan tangis. Saat ini Qomar sudah selesai menjalani kemoterapi. Namun, tim dokter mewanti-wanti dirinya untuk tetap menjaga kesehatan karena bisa menjalar ke hati.",0.20690417
Istri Denny Cagur Nangis Tiap Hari Usai Lepas Anak Sekolah Asrama,"Pasangan selebritas Denny Cagur dan Shanty Denny belum lama ini melepas putra sulung mereka, Fabian Muhammad Yahva, yang pindah ke asrama untuk melanjutkan sekolahnya. Keputusan itu rupanya membuat pasangan suami-istri itu bersedih. Karena selama tiga bulan pertama, mereka tak bisa berkomunikasi maupun bertemu dengan putranya yang akrab disapa Abi itu. "" Selama 15 tahun kita tidak pernah terpisah sampai hari ini hari ke-10 kita pisah sama Abi. Atau ke kamarnya, jalan ke mal, ke tempat yang biasa dia senang, itu selalu (nangis),"" tutur Shanty Denny. Meskipun berat melepas putranya, Shanty Denny percaya kalau ini merupakan pilihan tepat agar Abi dapat menjadi sosok yang lebih mandiri. "" Itu yang pengin kita terapin,"" ucap Shanty Denny",0.7347766
Bimbim Slank Punya Trik Nilai Kepantasan Pria yang Jadi Pasangan 2 Putrinya,"Musisi Bimbim Slank menyadari kedua putrinya sudah dewasa. Ia pun bakal bertemu dengan pria yang bakal jadi pasangan Mezzaluna D'Azzuri (23) dan Tallulah Alami (17). Tapi ia punya trik menilai kepantasan pria tersebut. "" Oh ya paling suruh jalan sama gue, dia yang nyupir, itu mental, psikologis seseorang nyetir di Jakarta kelihatan,"" ujarnya di studio Pagi Pagi Ambyar Trans TV, Jakarta Selatan, kemarin. Bimbim mengatakan sudah mempersilakan buat kedua putrinya untuk membina hubungan. Ia bahkan sempat heran ke Tallulah yang belum pernah terlihat punya teman dekat. Ia menyebut ayahnya santai soal apa pun. "" Bimbim Slank disebut pernah melihat WhatsApp-nya. "" Iya jadi waktu pernah minta mau foto plant eh tahu-tahu ngecek WA,"" pungkasnya.",0.6240512
"Aaliyah Massaid Semringah di Pelaminan, Pamer Cincin Nikah ke Mahalini","Aaliyah Massaid resmi menjadi istri Thariq Halilintar momen bahagia itu juga dihadiri langsung para sahabat. Terlihat di antaranya yang datang yakni, Amel Carla, Yuki Kato, Azizah Salsha, Alyssa Daguise, dan Mahalini. Saat momen foto bersama Aaliyah Massaid semringah melihat teman-temannya hadir. Dia pun terlihat menggoyangkan badannya sambil menunjukkan cincin di jari manis di tangan kanannya. Ketika Mahalini menikah, Aaliyah Massaid juga menjadi bridesmaid untuk pernikahannya. Pelantun Mati-matian itu terlihat anggun mengenakan kebaya brokat berwarna coklat pastel. Wanita yang bakal menjadi bridesmaid itu totalnya ada delapan orang. Bahkan Amel Carla tak pernah tahu dikasih tahu oleh Aaliyah Massaid. "" Sebelumnya Aaliyah itu nggak ada omongan ke aku, tiba-tiba saja aku dimasukkan ke dalam grup dan diminta alamat. Makanya baru dapat kotak yang isinya seragam,"" ungkapnya.",0.33760595
Atta Halilintar Tegaskan Tak Cemburu Nikahan Thariq Dihadiri Semua Keluarga,"Atta Halilintar ditanya bagaimana perasaannya saat pernikahan Thariq Halilintar dan Aaliyah Massaid dihadiri keluarga lengkap. Hanya Thariq Halilintar dan keluarga di Jakarta yang ada dalam kesempatan itu. ""Kalau masalah itu kan rezeki orang masing-masing ya, mungkin ini rezekinya Thariq semua keluarga bisa hadir,"" ungkap Atta Halilintar saat ditemui di Hotel Raffles, Jakarta Selatan, Jumat 26 Juli 2024. Saaih Halilintar yang ada di samping Atta menegaskan kala itu keluarganya memberikan dukungan pada pernikahan kakaknya lewat online. "" Kan tetap menyaksikan lewat online, kita support lewat online kok,"" tegas Saaih. Ya tapi kalau memang (keluarga) belum bisa ya sudah harus bisa menerima.",0.84734344
Ini yang Buat Reza Artamevia Ikhlas Aaliyah Massaid Jadi Istri Thariq Halilintar,"Artis Reza Artamevia telah resmi menjadi ibu mertua untuk Thariq Halilintar. Reza juga mengatakan Thariq adalah sosok lelaki yang humble dan rendah hati. Alhamdulillah di awal ketemu langsung dekat. Tapi saat sungkeman, Reza mengatakan Thariq adalah anak laki-lakinya sekarang dan harus bertanggung jawab penuh kepada Aaliyah Massaid. "" Kalau nasihat sih nggak, tapi lebih ke ngobrol kalau perjalanan ibu begini. Reza juga senang karena dihadiri oleh Presiden Joko Widodo. Untuk rencana Pak Jokowi ya cuma kasih tahu saja,"" pungkasnya.",0.9374783
Tentang Pernikahan Thariq Halilintar yang Dihadiri Jokowi,"Pernikahan Thariq Halilintar dan Aaliyah Massaid menjadi sorotan karena dihadiri orang nomor satu di Indonesia, Jokowi. Aku pribadi mendoakan semoga Thariq jadi imam yang baik dan Aaliyah menjadi istri yang baik. Pernikahan saya adik saya, bapak presiden selalu mendukung. Disinggung memberikan kado apa untuk adiknya, Atta Halilintar belum bisa membocorkan. Aku dari awal bilang ke Thoriq aku support aja. Kan pilihan ada di tangan dia sampai hari ini itu kan perjalanan mereka berdua. Thariq Halilintar juga menyampaikan rasa terima kasih kepada Jokowi dan Iriana karena bisa datang ke acara pernikahannya. Thariq Halilintar menikah dengan Aaliyah Massaid di hari Jumat, 26 Juli 2024. Pernikahan itu dihadiri oleh keluarga besar kedua belah pihak. Mahar dalam pernikahan itu adalah Rp 26.072.024 ""Artinya nggak ada yang spesial, cuma sama saja dengan tanggal hari ini. Soalnya dia (Aaliyah) waktu ditanya mau mahar dan maskawin apa dia bingung jawabnya,"" jelas Thariq Halilintar.",0.17247432
Logan Huck Cerita Pertama Kali Kenal Cinta Kuya hingga Akhirnya Pacaran,"Cinta Kuya membawa pacar bulenya, Logan Huck, ke Indonesia. Keduanya sama-sama mahasiswa dan kuliah di Amerika Serikat. Pertama kali ketemu di restoran Jepang tempat aku bekerja. Pertama kali melihat dia (Cinta Kuya) aku kira dia gadis Jepang,"" kata Logan di studio Rumpi: No Secret, Jalan Kapten P Tendean, Jakarta Selatan, kemarin. Saat itu Cinta Kuya mengatakan sedang makan bersama keluarganya. "" Pertama kali melihat Cinta Kuya, Logan Huck menilai putri Uya Kuya dan Astrid itu adalah perempuan yang pintar. Kesamaan itu yang membuat hubungan mereka makin dekat. "" Kami bicara panjang, kita bicara soal mobil dan motor. Logan Huck adalah mahasiswa jurusan accounting. Cinta Kuya dan Logan Huck sudah dua tahun berpacaran di Amerika Serikat. Sebelumnya Logan memiliki rambut gondrong dan saat berkunjung ke Indonesia, ia mencukur rambutnya dan terlihat lebih rapi. Tapi, aku nggak peduli dengan komentar-komentar netizen,"" ucap Logan Huck. """,0.18804108
Ekspresi Kakak Fuji Datang Kondangan Thariq dan Aaliyah Massaid Jadi Sorotan,"Kakak Fuji, Fadly Faisal, diundang dan datang dalam resepsi pernikahan Thariq Halilintar dan Aaliyah Massaid. Hal ini terlihat dalam postingan Instagram-nya. Congrats buat kalian semoga berkah selalu makasih sudah mengundangku,"" tulis Fadly Faisal dalam Instagram miliknya dilihat detikcom, Minggu 28 Juli 2024. Keduanya terlihat sangat akrab dalam kesempatan itu. Ada aii disitu tp kok fuji ga kelihatan yaa?? Mereka semua baik baik aja, yg heran netizen,"" tutur akun momo***. "" Seperti diketahui Fuji adalah mantan kekasih Thariq Halilintar. Meski asmara keduanya sudah berakhir, tapi bisa dipastikan hubungan Thariq Halilintar dan keluarga Fuji tetap baik-baik saja.",0.82438594
Wina Natalia Sebut Hubungan dengan Anji Membaik Setelah Bercerai,"Wina Natalia sudah resmi bercerai dengan musisi Anji Manji setelah diputus bercerai oleh Pengadilan Agama Cibinong. Meskipun sudah resmi bercerai, rupanya hal tersebut membuat hubungan antara mantan suami-istri itu semakin membaik. "" Komunikasi lebih baik dari kemarin-kemarin, mungkin karena sekarang ada batasan karena dia sudah bukan suamiku, aku bukan istrinya, jadi nggak ada baper-baperan,"" kata Wina Natalia saat ditemui di Studio Trans TV, Tendean, Jakarta Selatan, Jumat 26 Juli 2024. Mantan vokalis grup band Drive itu dengan intens selalu berkomunikasi dengan mantan istrinya soal anak. Yang bisa masuk situ hanya keluarga aja,"" ujar Wina Natalia. Dalam kesempatan yang sama, Wina Natalia mengaku lebih menyukai kehidupan barunya sebagai single mom. "" Selama 12 tahun menikah, keduanya dikaruniai dua orang anak.",0.660092
Tamara Tyasmara Emosi Disinggung Soal Suka Nginap di Rumah Yudha Arfandi,"Artis Tamara Tyasmara terlihat emosi saat menghadapi pertanyaan dari tim kuasa hukum Yudha Arfandi. Pengacara Yudha pun mengklarifikasi BAP Tamara Tyasmara soal hubungannya dengan kliennya yang baik-baik saja sebelum Dante meninggal dunia. "" Ditanya saat itu memang baik-baik saja, dan tidak ada apa-apa. Kan tadi saya bilang, (cekcok) antara Juli sampai Agustus 2023. Kalau saya tahu akan berenang, mungkin saya akan bawa Dante ke lokasi syuting. Saya syuting cuma 2 scene, tunggu saya jadi berenang atau tidak,"" tegas Tamara. Ada (barang saya di sana), karena saya sudah besar. Saya sering nginap di sana untuk tutupi badan saya yang biru-biru. Bapak bisa nggak hormati saya sedikit, anak saya meninggal ini, pak. Ini masalah anak saya meninggal, bukan karena saya nginap-nginap di sana,"" tegas Tamara Tyasmara dengan nada tinggi.",0.44724512
Angger Dimas dan Tamara Tyasmara Jadi Saksi di Sidang Pembunuhan Dante,"Sidang kasus pembunuhan anak Angger Dimas dan Tamara Tyasmara, Dante kembali digelar di Pengadilan Negeri Jakarta Timur. Dalam sidang kali ini beragendakan keterangan saksi. Angger Dimas, Tamara Tyasmara dan ibunda memberikan kesaksian dalam persidangan itu. Sampai saat ini ada enam orang saksi yang hadir. Sebelum memberikan kesaksian mereka lebih dulu diambil sumpah berdasarkan agama masing-masing. Tamara Tyasmara mengaku kenal dengan Yudha sedangkan Angger baru mengetahui Yudha usai ada kasus ini. Saksi selanjutnya yang memberikan kesaksian adalah pihak kepolisian. Para simpatisan Dante juga turut hadir dengan mengenakan baju bergambarkan wajah Dante dan tulisan yang menuntut keadilan terhadap Dante.",0.8886051
Verrell Bramasta Ceritakan Pengalaman Berkuliah di Oxford,"Pesinetron Verrell Bramasta mengisi waktu sebelum pelantikan anggota DPR RI dengan mengambil summer course di Oxford University, Inggris. Oxford dikenal sebagai salah satu universitas terbaik di dunia. Mereka juga ada program yang tepat, bagaimana anak-anak muda jaman sekarang memanfaatkan teknologi dan social media untuk berdiplomasi,"" tutur Verrell Bramasta. Pengalamannya di Oxford tidak hanya memberi pesinetron berusia 27 tahun itu pengetahuan dan keterampilan baru. Tetapi juga membentuknya menjadi pribadi yang lebih mandiri dan siap menghadapi tantangan masa depan. "" Kan cita-cita saya kepengin jadi diplomat, ya ini upaya saya.",0.9061284
Cara Irfan Hakim Jaga Ikatan dengan Anak di Tengah Jadwal Super Padat,"Presenter Irfan Hakim dikenal sebagai artis yang super sibuk. Sempat viral bagaimana dalam sehari ia harus menjadi host dalam beberapa kegiatan. Meskipun begitu, suami Della Sabrina Indah Putri itu dapat menjaga hubungan erat dengan kelima buah hatinya. Meskipun ia seringkali waktu untuk bersama sangat terbatas. "" Lima-limanya gue selalu ada obrolan deep talk sesuai dengan usianya sesuai dengan karakter mereka di yang gue pernah cerita kalau dari mana pun gue selalu peluk ke mana pun gue selalu peluk dan gue bisikkan sesuatu ke mereka beda-beda, ada yang itulah tergantung karakternya,"" terang Irfan Hakim. Rupanya, anak-anak Irfan Hakim pun memiliki jadwal padat seperti dirinya. Semua kegiatan anak-anak itu keinginan mereka dan gue menggarisbawahi bahwa apa pun pilihan mereka harus tanggung jawab,"" ujar Irfan Hakim. Ada orang-orang kepercayaan yang aku percayakan gitu ke mana pun mereka harus ada yang mendampingi supaya terarah lagi saja,"" pungkasnya.",0.48589703
